product_code,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
7394376616587,0.62,Low Calorie,Low Sugar,Yes
4088600111827,0.05,Low Calorie,Low Sugar,Yes
20177089,,Low Calorie,Low Sugar,Yes
3033491824364,0.74,Low Calorie,Low Sugar,Yes
74305001161,,Low Calorie,Unknown,No
5000168085555,0.12,Low Calorie,Low Sugar,Yes
6111069004855,,Low Calorie,Low Sugar,No
20337087,1.0,Low Calorie,Low Sugar,No
3178530423150,0.51,High Calorie,High Sugar,Yes
6191509909933,,High Calorie,Low Sugar,No
5057008079335,0.25,Moderate Calorie,Moderate Sugar,No
4088600046662,1.0,Low Calorie,Low Sugar,Yes
5056053305673,0.31,Low Calorie,Low Sugar,Yes
5057373126719,0.69,Moderate Calorie,Low Sugar,No
5000175411194,0.13,Low Calorie,Low Sugar,Yes
3045320094169,1.0,Moderate Calorie,High Sugar,Yes
5014067245873,1.0,Low Calorie,Low Sugar,No
1219098,0.29,High Calorie,Low Sugar,Yes
4088600233307,1.0,Low Calorie,Moderate Sugar,No
41570112717,0.97,Low Calorie,Low Sugar,Yes
1729313,0.28,Moderate Calorie,Low Sugar,No
20942021,0.04,Low Calorie,Low Sugar,No
5000358966084,,Low Calorie,Unknown,No
8480000290625,0.84,High Calorie,Moderate Sugar,Yes
4088600448480,0.03,High Calorie,Low Sugar,Yes
6111251750010,0.99,Low Calorie,Moderate Sugar,No
5000237134580,0.12,High Calorie,Low Sugar,Yes
6111260960639,0.07,Moderate Calorie,Low Sugar,Yes
5059697687792,0.94,Moderate Calorie,High Sugar,No
6111206000702,,Unknown,Unknown,No
7622210620194,0.0,Low Calorie,Low Sugar,Yes
8901491100519,0.02,High Calorie,Low Sugar,Yes
5000254021313,0.07,Moderate Calorie,Low Sugar,No
6111255270040,0.46,High Calorie,High Sugar,No
6111262385010,0.71,High Calorie,High Sugar,No
8714599521977,,Unknown,Unknown,No
4056489851721,0.06,Low Calorie,Low Sugar,Yes
78895141849,0.42,High Calorie,Low Sugar,Yes
6111214003924,0.03,High Calorie,Low Sugar,Yes
461481,0.4,High Calorie,Low Sugar,No
637793001008,1.0,Moderate Calorie,High Sugar,Yes
8901088000451,,High Calorie,Low Sugar,No
5060178332209,0.35,Low Calorie,Low Sugar,No
722803,0.01,High Calorie,Low Sugar,No
6111242530065,0.54,High Calorie,High Sugar,No
5449000318435,,Unknown,Unknown,No
7622202019265,0.34,Moderate Calorie,Low Sugar,Yes
4056489774754,0.98,Moderate Calorie,High Sugar,No
8402001013492,0.28,Low Calorie,Low Sugar,Yes
6111162001546,,Unknown,Unknown,No
5025840005447,0.9,Low Calorie,Low Sugar,Yes
5036589255970,0.11,Low Calorie,Low Sugar,Yes
6111262385003,,Unknown,Unknown,No
7622201768911,1.0,High Calorie,High Sugar,Yes
1538229,0.57,Low Calorie,Low Sugar,No
3041091758316,0.98,High Calorie,High Sugar,No
3023290077719,1.0,Low Calorie,Low Sugar,No
3033491974199,0.99,Low Calorie,Low Sugar,Yes
5942325003753,,Unknown,Unknown,No
3228857002313,0.23,Moderate Calorie,Moderate Sugar,Yes
6111250477178,0.95,High Calorie,High Sugar,No
3033491953637,0.7,Low Calorie,Low Sugar,Yes
6111031005491,,Unknown,Unknown,No
6111259733824,,Unknown,Unknown,No
8718951698611,,Unknown,Unknown,Yes
3229820791067,0.57,High Calorie,High Sugar,Yes
7613037059281,0.34,High Calorie,High Sugar,Yes
8013108699504,0.88,High Calorie,High Sugar,Yes
3033490004590,1.0,Low Calorie,Low Sugar,No
5000112558265,,Low Calorie,Low Sugar,Yes
5050083425691,0.4,Moderate Calorie,High Sugar,Yes
3175680018939,0.23,High Calorie,Moderate Sugar,Yes
3366321054205,0.45,Moderate Calorie,Low Sugar,Yes
3329750092507,0.25,Moderate Calorie,Low Sugar,Yes
3017760719490,0.18,Low Calorie,Low Sugar,Yes
8721800021706,1.0,Moderate Calorie,Low Sugar,No
3564707102056,0.01,Moderate Calorie,Low Sugar,No
3256221712155,,High Calorie,Low Sugar,No
3564700291955,1.0,Unknown,Low Sugar,No
20000639,1.0,Low Calorie,Low Sugar,Yes
20775025,0.24,Moderate Calorie,Moderate Sugar,No
8480000510747,1.0,Low Calorie,Low Sugar,Yes
3073781069259,0.73,Moderate Calorie,Low Sugar,No
4003247102304,1.0,High Calorie,Low Sugar,Yes
3560070275267,1.0,Low Calorie,Moderate Sugar,No
3245412621963,0.1,Low Calorie,Low Sugar,Yes
3228020481150,1.0,High Calorie,Low Sugar,No
3366321051877,,High Calorie,Low Sugar,Yes
7622400853210,0.93,High Calorie,High Sugar,Yes
8410066118090,0.65,Low Calorie,Low Sugar,Yes
40084015,0.9,High Calorie,High Sugar,Yes
3116740027317,0.67,Moderate Calorie,High Sugar,Yes
3422440006423,0.56,Low Calorie,Low Sugar,No
3223920700127,0.04,Moderate Calorie,Low Sugar,No
3422440006638,0.12,Low Calorie,Low Sugar,No
3564700747322,,Moderate Calorie,Low Sugar,No
3256223510018,,Low Calorie,Low Sugar,No
8712100338724,0.01,Moderate Calorie,Low Sugar,No
3036812020681,0.04,Low Calorie,Low Sugar,Yes
4056489032090,0.02,Moderate Calorie,Low Sugar,No
5449000164957,1.0,Low Calorie,Low Sugar,Yes
3229820786865,0.14,Low Calorie,Low Sugar,Yes
3760020502225,0.0,High Calorie,Low Sugar,Yes
3263670016628,,Moderate Calorie,Low Sugar,No
5011544070034,,Low Calorie,Low Sugar,No
3088540504261,1.0,Moderate Calorie,High Sugar,No
8002352303008,0.94,High Calorie,Low Sugar,No
8722700030119,0.95,High Calorie,High Sugar,No
3229820762050,0.18,Low Calorie,Low Sugar,No
8480000173461,0.78,Low Calorie,High Sugar,Yes
8001250120076,0.05,Moderate Calorie,Low Sugar,No
3175681190078,0.21,Low Calorie,Low Sugar,No
8005110413520,0.72,Low Calorie,Low Sugar,No
3245412956355,0.05,Moderate Calorie,Low Sugar,No
3596710375561,1.0,High Calorie,Low Sugar,No
3560071175856,,Moderate Calorie,Low Sugar,No
8000500289877,1.0,High Calorie,High Sugar,Yes
8000550502827,0.95,Moderate Calorie,High Sugar,Yes
7610036010503,0.68,High Calorie,Moderate Sugar,Yes
4008258276006,0.76,Moderate Calorie,High Sugar,No
20193089,0.02,High Calorie,Low Sugar,Yes
7614500010617,0.94,High Calorie,High Sugar,Yes
8480000674173,1.0,High Calorie,High Sugar,Yes
8480000828392,0.01,Moderate Calorie,Low Sugar,Yes
8410199001153,0.0,High Calorie,Low Sugar,Yes
3229820800042,0.28,Low Calorie,Low Sugar,Yes
20052454,0.08,Moderate Calorie,Low Sugar,No
8480000236432,0.07,Moderate Calorie,Low Sugar,Yes
3497917001874,0.01,High Calorie,Low Sugar,No
5026489483030,0.04,High Calorie,Low Sugar,Yes
5011013100118,,Moderate Calorie,Unknown,Yes
4056489135579,,High Calorie,Low Sugar,No
5941143015740,0.06,Moderate Calorie,Low Sugar,Yes
4965802,,Low Calorie,Unknown,Yes
8410066070060,,Low Calorie,Unknown,Yes
5053990127665,0.06,High Calorie,Low Sugar,Yes
3560071407711,0.32,High Calorie,Moderate Sugar,No
8076809580755,0.36,High Calorie,Moderate Sugar,Yes
8480000676375,0.0,Low Calorie,Low Sugar,Yes
5050179136500,0.59,Low Calorie,Low Sugar,No
5941355000220,1.0,High Calorie,Low Sugar,No
3256229540484,0.98,High Calorie,High Sugar,Yes
5410126026924,0.65,High Calorie,High Sugar,Yes
4056489030317,0.29,High Calorie,Moderate Sugar,Yes
5900617037152,0.25,High Calorie,Moderate Sugar,Yes
8008440214065,0.14,Low Calorie,Low Sugar,Yes
3472860408208,0.31,High Calorie,Moderate Sugar,Yes
20484804,0.19,Low Calorie,Low Sugar,No
7622210286956,1.0,Low Calorie,Moderate Sugar,Yes
5010067321630,0.0,Low Calorie,Low Sugar,Yes
4088600107004,1.0,Moderate Calorie,Low Sugar,No
3560071483296,0.98,High Calorie,High Sugar,Yes
6111126004088,1.0,Low Calorie,Moderate Sugar,No
5010228000145,0.12,Low Calorie,Low Sugar,No
5010821012033,1.0,Low Calorie,Low Sugar,Yes
5033665208639,0.22,Low Calorie,Low Sugar,Yes
5015168000026,0.03,High Calorie,Low Sugar,No
5060042643325,0.01,High Calorie,Low Sugar,No
5060292308500,0.04,High Calorie,Low Sugar,Yes
8002210112704,0.79,Moderate Calorie,Low Sugar,No
3760049791174,0.06,Moderate Calorie,Low Sugar,Yes
3023290018354,0.92,Low Calorie,Low Sugar,Yes
8710482070621,0.09,Low Calorie,Low Sugar,No
5052910758996,1.0,Low Calorie,Moderate Sugar,No
6191442600010,,Low Calorie,Unknown,No
5018374363411,1.0,Moderate Calorie,Low Sugar,No
5060127360116,,High Calorie,Low Sugar,No
4088600550862,1.0,Low Calorie,Low Sugar,No
5011157120706,0.01,Low Calorie,Low Sugar,No
5052003785939,0.36,Low Calorie,Moderate Sugar,Yes
5036589201557,0.9,Low Calorie,Moderate Sugar,No
747479000413,0.67,Low Calorie,Low Sugar,No
612322000394,0.02,High Calorie,Low Sugar,No
5010822115061,0.73,High Calorie,High Sugar,Yes
1399653,0.04,Moderate Calorie,Low Sugar,No
5036589255697,1.0,Low Calorie,Low Sugar,No
5000197156868,0.7,Low Calorie,Low Sugar,Yes
5057008762893,0.92,Low Calorie,Low Sugar,No
284493,0.46,Low Calorie,Low Sugar,No
5000157146816,0.55,Low Calorie,Low Sugar,No
345033,0.47,Moderate Calorie,Moderate Sugar,Yes
612322000028,0.27,Low Calorie,Low Sugar,Yes
96081280,,Unknown,Unknown,Yes
322775,,Unknown,Unknown,No
5060262487341,0.7,Low Calorie,Low Sugar,No
6191509909957,,High Calorie,Unknown,No
8410128769611,1.0,Low Calorie,Low Sugar,Yes
4000405002353,0.1,Moderate Calorie,Low Sugar,Yes
1294231,0.01,High Calorie,Low Sugar,No
4061464139909,,High Calorie,Unknown,Yes
5060211770029,,Unknown,Unknown,No
4088600551951,0.02,High Calorie,Low Sugar,Yes
4088600544618,0.26,High Calorie,Moderate Sugar,Yes
4088600206486,0.03,Moderate Calorie,Low Sugar,No
580311,0.1,Moderate Calorie,Low Sugar,Yes
61110021,0.29,Low Calorie,Low Sugar,Yes
6111258840585,,Unknown,Unknown,No
6111028001048,,Unknown,Unknown,Yes
3329770086104,0.96,Low Calorie,Moderate Sugar,Yes
702382999100,0.74,Low Calorie,Low Sugar,No
4056489857365,0.37,Low Calorie,Low Sugar,No
7300400483070,0.01,High Calorie,Low Sugar,Yes
283839002005,0.05,Moderate Calorie,Low Sugar,No
3228857002191,0.11,Moderate Calorie,Low Sugar,Yes
6111175000772,,Unknown,Unknown,No
6111035503214,,Low Calorie,Moderate Sugar,No
3041091758309,0.99,High Calorie,High Sugar,Yes
6223007650274,,Unknown,Unknown,No
144580000231,,Unknown,Unknown,No
3038350013002,0.05,Moderate Calorie,Low Sugar,No
3178530405774,0.47,High Calorie,High Sugar,Yes
3123340008288,1.0,Low Calorie,Low Sugar,No
20554729,0.98,High Calorie,High Sugar,Yes
3270190212980,0.87,Low Calorie,Low Sugar,Yes
3165440008782,0.04,Low Calorie,Low Sugar,Yes
3179730121884,,Unknown,Unknown,Yes
3178530404678,0.76,Moderate Calorie,High Sugar,Yes
3021760403167,0.92,Low Calorie,Moderate Sugar,No
5038862239677,0.91,Low Calorie,Moderate Sugar,No
3045320001587,1.0,Moderate Calorie,High Sugar,Yes
30000117,1.0,Moderate Calorie,Low Sugar,No
3083681081596,0.06,Low Calorie,Low Sugar,Yes
3045140280803,0.79,High Calorie,High Sugar,Yes
3587226160352,0.27,Moderate Calorie,Moderate Sugar,Yes
3278699005027,0.92,Low Calorie,Moderate Sugar,Yes
3095757047108,1.0,Low Calorie,Low Sugar,Yes
3041090061684,0.57,High Calorie,High Sugar,Yes
3329770060142,1.0,Low Calorie,Low Sugar,Yes
3270160862481,0.29,Low Calorie,Low Sugar,Yes
3564700003169,1.0,Moderate Calorie,High Sugar,No
3161919369286,1.0,High Calorie,Low Sugar,No
26006024,1.0,Low Calorie,Low Sugar,No
7613035982116,0.11,Low Calorie,Low Sugar,Yes
8076809514439,0.05,Moderate Calorie,Low Sugar,No
3083680002929,0.47,Low Calorie,Low Sugar,No
3057640458828,1.0,Low Calorie,Low Sugar,Yes
3564707115926,0.02,Moderate Calorie,Low Sugar,Yes
20024857,0.33,High Calorie,Low Sugar,No
3046920027861,0.9,High Calorie,High Sugar,Yes
4008258065013,0.23,High Calorie,Low Sugar,No
8712566351022,0.63,Low Calorie,Low Sugar,Yes
3608580006633,0.9,Low Calorie,High Sugar,No
3123349014761,0.98,Low Calorie,Low Sugar,No
3252920015306,1.0,High Calorie,Low Sugar,No
3019081238667,,Moderate Calorie,Low Sugar,No
3011360030504,0.69,High Calorie,Low Sugar,Yes
3046920042567,0.96,High Calorie,High Sugar,Yes
3245390032034,0.0,Low Calorie,Low Sugar,Yes
3478820013192,0.07,Low Calorie,Low Sugar,No
3228023020073,1.0,Low Calorie,Low Sugar,Yes
3302741859105,0.04,Low Calorie,Low Sugar,Yes
3083680918497,0.04,Low Calorie,Low Sugar,Yes
3116740030393,0.78,Moderate Calorie,High Sugar,Yes
8712100479243,0.72,Moderate Calorie,Low Sugar,Yes
3273220080207,1.0,Low Calorie,Low Sugar,Yes
5410033902007,,Moderate Calorie,Low Sugar,Yes
8008698022214,0.09,Moderate Calorie,Low Sugar,Yes
3036812020704,0.12,Low Calorie,Low Sugar,Yes
4032277007211,0.26,Moderate Calorie,Low Sugar,Yes
20205607,,Low Calorie,Unknown,Yes
7622300318116,0.0,Moderate Calorie,Low Sugar,Yes
3250391243341,,High Calorie,Low Sugar,Yes
8480000152039,0.83,Low Calorie,Moderate Sugar,No
8076809576574,0.83,Low Calorie,Low Sugar,No
3497911219121,0.01,High Calorie,Low Sugar,No
3564706612785,0.34,High Calorie,Moderate Sugar,Yes
4056489244707,0.7,Low Calorie,Low Sugar,Yes
40052403,0.72,High Calorie,High Sugar,Yes
8480000044877,0.25,Low Calorie,Low Sugar,No
3760077537218,0.04,High Calorie,Low Sugar,No
3560071267582,0.02,Moderate Calorie,Low Sugar,Yes
4056489223368,0.91,Moderate Calorie,High Sugar,Yes
8410376042481,0.06,High Calorie,Low Sugar,Yes
5201004020338,0.72,High Calorie,High Sugar,Yes
3302740047411,1.0,Low Calorie,Low Sugar,Yes
7613039829264,0.24,Moderate Calorie,Moderate Sugar,Yes
8005110172106,0.72,Low Calorie,Low Sugar,No
8002590057541,0.1,High Calorie,Low Sugar,Yes
8008490000021,,Low Calorie,Low Sugar,No
5060108450348,1.0,Low Calorie,Low Sugar,Yes
20199876,0.68,Low Calorie,Low Sugar,No
8076809520003,0.03,High Calorie,Low Sugar,No
8480000125446,0.93,High Calorie,High Sugar,Yes
5053990164158,0.07,Low Calorie,Low Sugar,Yes
3154230805922,0.05,Moderate Calorie,Low Sugar,Yes
3560071269494,0.45,High Calorie,High Sugar,Yes
3124480195388,0.98,Low Calorie,Low Sugar,Yes
3302740059100,1.0,Low Calorie,Low Sugar,Yes
8480000158109,0.04,High Calorie,Low Sugar,No
5000118203503,0.06,High Calorie,Low Sugar,Yes
5906747318345,0.5,Moderate Calorie,High Sugar,Yes
3046920021562,0.78,High Calorie,High Sugar,No
6410500091868,0.02,Unknown,Low Sugar,No
4056489183631,0.03,Moderate Calorie,Low Sugar,Yes
4060800103307,,Low Calorie,Unknown,Yes
3256229255654,0.12,High Calorie,Low Sugar,Yes
5010003001176,0.07,Low Calorie,Low Sugar,Yes
5690845000270,0.86,Low Calorie,Low Sugar,Yes
3329770083622,0.95,Low Calorie,Low Sugar,Yes
6110273,0.05,Moderate Calorie,Low Sugar,No
8410376014068,0.15,High Calorie,Moderate Sugar,Yes
8480000230102,0.84,Moderate Calorie,High Sugar,No
4056489166856,,High Calorie,Low Sugar,No
8002270000515,,Low Calorie,Low Sugar,Yes
5000168176833,0.53,High Calorie,High Sugar,Yes
5000181024050,1.0,Low Calorie,Low Sugar,No
5011308000901,0.97,Moderate Calorie,High Sugar,No
643435676497,1.0,Low Calorie,Low Sugar,Yes
5000112651324,1.0,Low Calorie,Moderate Sugar,Yes
8410707000203,0.79,Low Calorie,Low Sugar,Yes
8718300876042,0.31,Low Calorie,Low Sugar,Yes
8480000232649,0.02,Moderate Calorie,Low Sugar,Yes
5000127421257,0.29,Low Calorie,Low Sugar,No
21062513,1.0,Low Calorie,Low Sugar,No
4088600170633,1.0,Low Calorie,Low Sugar,No
51500240946,0.38,Low Calorie,Low Sugar,Yes
4088600490458,0.38,High Calorie,Low Sugar,No
5059319025841,0.18,Moderate Calorie,Moderate Sugar,No
20086855,0.4,Moderate Calorie,High Sugar,Yes
3265470082384,,High Calorie,Low Sugar,No
5051140851385,0.16,Moderate Calorie,Moderate Sugar,No
4056489240075,0.34,High Calorie,Low Sugar,No
4056489790075,1.0,Moderate Calorie,Low Sugar,No
5060469988467,0.62,Low Calorie,Low Sugar,Yes
3560071483234,0.98,High Calorie,High Sugar,Yes
4001724038870,0.12,High Calorie,Low Sugar,Yes
4056489091738,,High Calorie,Low Sugar,No
5057753910822,0.03,Low Calorie,Low Sugar,No
5000436960065,0.69,Low Calorie,Low Sugar,Yes
5000175411217,0.43,Moderate Calorie,Moderate Sugar,Yes
5059697687150,0.2,Low Calorie,Low Sugar,No
4088600140841,0.06,Low Calorie,Low Sugar,Yes
5023528000036,0.05,Low Calorie,Low Sugar,Yes
5000169333273,0.06,Moderate Calorie,Low Sugar,No
5056053305741,1.0,Low Calorie,Low Sugar,No
5025840005195,1.0,Low Calorie,Low Sugar,No
4056489564041,0.79,High Calorie,High Sugar,No
5052675000248,0.62,Low Calorie,Low Sugar,No
5057967013869,1.0,High Calorie,Low Sugar,No
5057753931735,0.07,Moderate Calorie,Low Sugar,Yes
7622201503635,0.61,Low Calorie,Low Sugar,Yes
5052910123336,0.77,Low Calorie,Low Sugar,No
5000169567555,0.59,High Calorie,Moderate Sugar,No
20472290,0.05,High Calorie,Low Sugar,Yes
4088600031644,0.22,Moderate Calorie,Low Sugar,No
5036034406476,0.04,Low Calorie,Low Sugar,Yes
5000157140869,0.98,Low Calorie,Moderate Sugar,No
6111242041783,0.02,High Calorie,Low Sugar,No
3033491923043,1.0,Low Calorie,Low Sugar,No
16843698755,0.68,High Calorie,Moderate Sugar,No
6111073511066,0.15,Low Calorie,Low Sugar,No
4061459329001,0.78,Low Calorie,Low Sugar,Yes
5000157140876,0.5,High Calorie,Low Sugar,No
245128,1.0,Moderate Calorie,High Sugar,Yes
496223,0.07,Moderate Calorie,Low Sugar,Yes
104975,0.03,High Calorie,Low Sugar,No
4088600206479,0.1,Low Calorie,Low Sugar,No
6111252670263,,Unknown,Unknown,No
8695077001498,0.97,Moderate Calorie,High Sugar,No
6111242109421,0.61,Low Calorie,Low Sugar,Yes
5059697770203,0.05,High Calorie,Low Sugar,Yes
4061459133271,0.58,Low Calorie,Low Sugar,No
3036815431149,0.26,Low Calorie,Low Sugar,Yes
4027400148008,0.93,Low Calorie,High Sugar,Yes
4335619022119,0.09,Moderate Calorie,Low Sugar,Yes
6111003031930,,Low Calorie,Unknown,No
5000159557771,0.82,Low Calorie,Moderate Sugar,Yes
6111021005609,0.98,High Calorie,High Sugar,Yes
5011321986930,,Unknown,Unknown,No
6111262388394,0.73,High Calorie,High Sugar,Yes
6111266680883,0.0,Moderate Calorie,Low Sugar,Yes
7613033214004,0.94,Moderate Calorie,High Sugar,Yes
3266980028428,0.14,Moderate Calorie,Low Sugar,Yes
3256540000704,0.2,Moderate Calorie,Moderate Sugar,Yes
20057251,1.0,Low Calorie,Low Sugar,No
3273220083000,0.91,Low Calorie,Moderate Sugar,Yes
3478820003193,0.17,Low Calorie,Low Sugar,No
3245412846991,1.0,Low Calorie,Low Sugar,No
5410188027747,0.89,Low Calorie,Low Sugar,No
4025500186821,1.0,Low Calorie,Low Sugar,No
5449000266002,1.0,Low Calorie,Low Sugar,Yes
3564700014639,1.0,Moderate Calorie,Low Sugar,No
3178530414431,0.55,High Calorie,Moderate Sugar,Yes
3394230110613,1.0,Moderate Calorie,Low Sugar,No
3250390001287,0.84,Low Calorie,Low Sugar,No
3048282332645,0.55,Moderate Calorie,High Sugar,Yes
3272770096843,1.0,Moderate Calorie,Low Sugar,Yes
3033710084005,0.67,Low Calorie,Low Sugar,Yes
3596710443673,0.01,Moderate Calorie,Low Sugar,No
8722700136163,0.98,Moderate Calorie,Low Sugar,Yes
3036810281183,0.61,Low Calorie,Low Sugar,Yes
3038354586403,0.0,Moderate Calorie,Low Sugar,No
3175681085602,0.09,Moderate Calorie,Low Sugar,No
8714100880142,0.52,Moderate Calorie,Moderate Sugar,No
3029330067047,0.1,Moderate Calorie,Low Sugar,Yes
20020729,1.0,Moderate Calorie,Low Sugar,No
7622300571351,0.1,High Calorie,Low Sugar,Yes
3564709051727,1.0,Low Calorie,Low Sugar,No
3038359005626,0.01,Moderate Calorie,Low Sugar,No
3038350103604,0.07,Moderate Calorie,Low Sugar,No
3560070563166,0.88,Moderate Calorie,High Sugar,No
3250391468423,0.88,Low Calorie,Low Sugar,Yes
3250390010258,1.0,Moderate Calorie,Low Sugar,No
3083681085990,0.06,Low Calorie,Low Sugar,Yes
3564700674031,0.05,Moderate Calorie,Low Sugar,No
20659318,0.76,Low Calorie,Low Sugar,Yes
3083681017809,0.95,Low Calorie,Low Sugar,No
8715700110172,0.92,Low Calorie,Moderate Sugar,Yes
3564700013274,0.05,Low Calorie,Low Sugar,No
4006040004974,0.54,High Calorie,Low Sugar,No
3564700537404,0.56,High Calorie,Low Sugar,No
5053827139335,0.29,Moderate Calorie,Moderate Sugar,Yes
8886303210559,0.68,Moderate Calorie,Low Sugar,Yes
5014379007237,0.0,Low Calorie,Low Sugar,No
3023290032251,0.93,Low Calorie,Low Sugar,No
4008400102528,0.91,High Calorie,High Sugar,Yes
87157260,0.98,Low Calorie,Moderate Sugar,No
20119676,0.04,Moderate Calorie,Low Sugar,Yes
8003340073545,0.95,High Calorie,High Sugar,Yes
3270190117209,0.83,Low Calorie,High Sugar,Yes
4034900008145,1.0,High Calorie,Low Sugar,No
8711812380571,0.05,Moderate Calorie,Low Sugar,No
3229820765365,0.05,Low Calorie,Low Sugar,Yes
40144450,0.73,High Calorie,High Sugar,Yes
8410100026312,0.3,Moderate Calorie,Moderate Sugar,Yes
4003751002848,0.5,Moderate Calorie,Low Sugar,No
3228857001521,0.08,Moderate Calorie,Low Sugar,Yes
8480000808707,0.04,Moderate Calorie,Low Sugar,Yes
4011800571214,0.02,Moderate Calorie,Low Sugar,Yes
8480000342317,0.17,High Calorie,Low Sugar,Yes
8480000111876,0.2,Moderate Calorie,Moderate Sugar,No
80000532,,Unknown,Unknown,No
5449000286291,1.0,Low Calorie,Low Sugar,Yes
3068320124377,,Unknown,Unknown,No
3564706624474,0.01,Moderate Calorie,Low Sugar,No
20171841,0.04,Moderate Calorie,Low Sugar,No
4056489356066,0.3,High Calorie,Moderate Sugar,Yes
20005702,0.17,High Calorie,Low Sugar,Yes
5200101804582,,High Calorie,Low Sugar,No
8480000511263,,Low Calorie,Unknown,No
4012359111104,0.2,Low Calorie,Low Sugar,No
3560070330515,0.23,Moderate Calorie,Low Sugar,No
4002971283808,0.89,Low Calorie,Low Sugar,Yes
5740700988349,1.0,Low Calorie,Moderate Sugar,Yes
4002671118646,0.73,Moderate Calorie,Low Sugar,No
3564707148450,0.11,Moderate Calorie,Low Sugar,Yes
5202258025773,1.0,Moderate Calorie,Low Sugar,No
4056489096382,0.76,Low Calorie,Low Sugar,Yes
8480000512321,1.0,Low Calorie,Low Sugar,Yes
3273227081023,0.0,Low Calorie,Low Sugar,No
8017596066961,,Low Calorie,Low Sugar,No
5941875905227,1.0,Low Calorie,Low Sugar,No
20425562,0.71,Moderate Calorie,Low Sugar,Yes
3083681149975,0.67,Low Calorie,Low Sugar,Yes
3770008500129,0.4,High Calorie,Low Sugar,No
3222471962510,,Unknown,Unknown,No
3154230810162,0.0,Low Calorie,Low Sugar,Yes
8718836395802,,Low Calorie,Unknown,No
5902899145181,0.97,Moderate Calorie,Low Sugar,Yes
4088600490465,0.38,High Calorie,Low Sugar,No
80050278,0.9,High Calorie,High Sugar,Yes
6111094000228,0.02,Moderate Calorie,Low Sugar,No
20305819,,Unknown,Unknown,No
3019089042266,0.27,Moderate Calorie,Low Sugar,No
5411188136552,0.19,Low Calorie,Low Sugar,Yes
4056489287513,0.08,Moderate Calorie,Low Sugar,Yes
5411188116615,0.7,Low Calorie,Low Sugar,Yes
3513851561318,0.04,Low Calorie,Low Sugar,Yes
21000658831,0.14,Moderate Calorie,Low Sugar,Yes
4002671155948,1.0,Moderate Calorie,Low Sugar,No
5022313729824,0.92,Low Calorie,Low Sugar,No
5010102240384,,Low Calorie,Low Sugar,Yes
3700278406241,0.68,Moderate Calorie,High Sugar,Yes
20018931,0.23,High Calorie,Moderate Sugar,Yes
5038862634106,0.83,Low Calorie,Moderate Sugar,No
5057545755716,0.87,Low Calorie,Low Sugar,No
3329770062467,0.9,Low Calorie,Moderate Sugar,Yes
5010026518163,0.02,Low Calorie,Low Sugar,No
8721800405346,1.0,Moderate Calorie,Low Sugar,No
4088600248585,0.22,Moderate Calorie,Moderate Sugar,No
5000157076397,0.5,High Calorie,Low Sugar,No
5711953068881,0.96,Moderate Calorie,Moderate Sugar,Yes
8480000230478,0.72,Low Calorie,Low Sugar,No
5060106170002,0.1,High Calorie,Low Sugar,No
5057753924553,0.08,Moderate Calorie,Low Sugar,Yes
5018929050919,1.0,High Calorie,Low Sugar,No
3341430550466,1.0,Low Calorie,Low Sugar,No
5010044002316,0.06,Moderate Calorie,Low Sugar,Yes
5011766010078,0.01,Moderate Calorie,Low Sugar,No
5449000046413,0.98,Low Calorie,Low Sugar,Yes
5060033821114,,Unknown,Unknown,No
5013665113577,0.44,Low Calorie,Low Sugar,Yes
280457,0.08,Low Calorie,Low Sugar,Yes
5011835102390,0.81,High Calorie,High Sugar,No
5000232828750,,Low Calorie,Unknown,Yes
5070000120706,0.79,Low Calorie,Low Sugar,Yes
5057753125769,,Low Calorie,Unknown,No
5021812004906,1.0,Low Calorie,Low Sugar,Yes
5000168034928,0.37,High Calorie,Moderate Sugar,Yes
5010477364654,0.2,High Calorie,Low Sugar,Yes
20512156,1.0,High Calorie,Low Sugar,No
8710472001307,0.86,High Calorie,Low Sugar,Yes
1097719,0.21,Moderate Calorie,Moderate Sugar,Yes
5057545828847,1.0,Moderate Calorie,Low Sugar,No
5036589255635,1.0,Low Calorie,Low Sugar,No
6111065001872,1.0,Low Calorie,Moderate Sugar,No
25638710022,,Unknown,Unknown,No
5038695000796,0.87,Moderate Calorie,High Sugar,No
5010292967214,0.0,Low Calorie,Low Sugar,No
5010251535478,0.96,Low Calorie,Low Sugar,No
5000169595336,1.0,Low Calorie,Moderate Sugar,No
356268,0.08,Moderate Calorie,Low Sugar,Yes
70177259075,0.95,Moderate Calorie,High Sugar,Yes
6111068000254,0.0,Low Calorie,Low Sugar,No
5060151180766,0.06,Moderate Calorie,Low Sugar,No
426800,0.06,Moderate Calorie,Low Sugar,No
5060120285744,0.47,Low Calorie,Low Sugar,No
5022019560202,0.94,Low Calorie,Low Sugar,No
5055958706349,0.05,High Calorie,Low Sugar,Yes
49733830119,,Low Calorie,Low Sugar,Yes
5060415520826,0.01,Moderate Calorie,Low Sugar,No
6111242107526,0.0,Moderate Calorie,Low Sugar,No
5060198644238,0.08,High Calorie,Low Sugar,Yes
3415581105926,1.0,Moderate Calorie,Moderate Sugar,No
405799,0.09,Moderate Calorie,Low Sugar,Yes
4056489671435,0.15,Moderate Calorie,Moderate Sugar,Yes
